,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
452,16,7.31,広島,川崎Ｆ,3,2,H,40,46,7.6%,7,42.9%,44.1%,14.73,12.3,67.12,21.85,A,54,60,10.3%,11,18.2%,55.9%,25.52,22.88,84.12,9.51
40,16,6.23,仙台,FC東京,2,0,H,58,50,17.8%,21,9.5%,45.2%,14.05,9.14,95.89,19.0,A,50,42,5.0%,6,0.0%,54.8%,11.73,11.24,68.47,12.25
26,16,6.22,札幌,鳥栖,3,1,H,51,48,9.2%,10,30.0%,42.7%,12.32,9.98,57.24,13.13,A,52,49,9.5%,11,9.1%,57.3%,16.73,13.42,82.55,13.94
436,16,6.22,神戸,大分,2,2,H,53,84,17.0%,15,13.3%,45.2%,17.23,12.95,58.48,7.53,A,16,47,7.9%,7,28.6%,54.8%,11.76,11.66,73.8,8.66
322,16,6.22,名古屋,清水,1,2,H,64,53,9.4%,12,8.3%,65.5%,27.55,24.28,78.9,8.9,A,47,36,10.5%,12,16.7%,34.5%,10.03,7.25,83.64,18.24
106,16,7.31,浦和,鹿島,1,1,H,54,44,13.2%,14,7.1%,56.4%,19.68,15.63,82.12,13.37,A,56,46,10.8%,13,7.7%,43.6%,14.85,11.4,68.53,16.28
354,16,6.22,Ｇ大阪,湘南,1,0,H,54,42,16.2%,18,5.6%,66.4%,24.31,20.68,69.18,10.78,A,58,46,12.2%,12,0.0%,33.6%,12.02,9.03,76.92,13.52
234,16,6.22,横浜FM,松本,1,0,H,46,46,10.2%,13,7.7%,71.1%,18.25,17.42,89.44,12.74,A,54,54,6.1%,7,0.0%,28.9%,5.63,4.51,74.99,12.79
516,17,6.3,大分,浦和,2,0,H,30,42,16.0%,15,13.3%,56.3%,13.61,10.71,67.5,17.11,A,58,70,12.0%,11,0.0%,43.7%,13.12,9.65,66.93,8.53
146,17,6.29,FC東京,横浜FM,4,2,H,55,36,8.6%,9,44.4%,32.7%,9.57,7.05,86.42,22.5,A,64,45,19.3%,22,9.1%,67.3%,30.16,23.39,72.86,12.74
564,17,6.29,松本,Ｇ大阪,1,3,H,56,59,15.0%,18,5.6%,37.6%,11.83,9.51,83.0,12.2,A,41,44,13.3%,17,17.6%,62.4%,18.53,14.97,70.18,12.64
34,17,6.3,仙台,札幌,2,1,H,46,43,13.8%,15,13.3%,41.7%,11.52,8.23,86.84,22.69,A,57,54,12.6%,15,6.7%,58.3%,19.56,16.08,73.11,10.66
492,17,6.3,鳥栖,清水,4,2,H,60,49,11.4%,13,30.8%,47.6%,15.58,11.09,92.28,13.74,A,51,40,19.6%,22,9.1%,52.4%,17.67,13.26,77.35,13.74
426,17,6.3,神戸,名古屋,5,3,H,42,35,10.3%,10,50.0%,39.4%,8.8,5.98,83.56,16.2,A,65,58,19.5%,22,13.6%,60.6%,26.88,23.93,89.98,7.7
258,17,6.3,湘南,Ｃ大阪,0,2,H,56,48,12.1%,12,0.0%,49.5%,14.6,9.96,63.62,12.65,A,52,44,18.3%,17,11.8%,50.5%,13.24,11.95,50.97,15.55
92,17,6.3,鹿島,広島,2,2,H,53,48,8.2%,10,20.0%,51.8%,14.67,13.23,93.2,13.37,A,52,47,10.2%,12,16.7%,48.2%,15.61,11.73,100.51,15.33
588,17,6.3,磐田,川崎Ｆ,1,3,H,52,47,13.3%,16,6.3%,43.6%,14.03,11.02,85.12,8.72,A,53,48,6.4%,7,42.9%,56.4%,21.03,18.65,91.38,12.7
295,18,7.6,清水,神戸,2,1,H,57,64,10.9%,12,16.7%,36.4%,10.6,8.48,89.21,12.92,A,36,43,10.4%,12,8.3%,63.6%,15.37,11.83,74.23,12.37
31,18,7.7,札幌,松本,1,1,H,57,54,12.9%,16,6.3%,56.5%,17.24,14.88,111.42,13.58,A,46,43,12.0%,15,6.7%,43.5%,11.54,7.12,79.54,19.41
465,18,7.6,広島,Ｃ大阪,1,1,H,66,61,12.5%,14,7.1%,51.2%,19.54,16.7,86.77,13.57,A,39,34,8.6%,10,10.0%,48.8%,12.45,10.0,88.66,20.32
101,18,7.6,鹿島,磐田,2,0,H,39,41,2.7%,3,33.3%,39.3%,5.15,4.28,61.5,13.24,A,59,61,13.6%,15,0.0%,60.7%,19.9,16.71,95.46,6.85
105,18,7.6,浦和,仙台,1,0,H,59,62,14.2%,16,6.3%,62.0%,21.01,19.09,85.9,10.37,A,38,41,3.2%,3,0.0%,38.0%,9.04,8.51,67.54,13.64
321,18,7.7,名古屋,湘南,0,2,H,62,54,23.4%,30,0.0%,67.7%,29.76,21.92,83.1,6.38,A,46,38,7.7%,8,25.0%,32.3%,4.98,3.94,80.4,19.88
233,18,7.6,横浜FM,大分,1,0,H,63,78,15.7%,18,5.6%,55.0%,24.44,20.7,114.9,7.13,A,22,37,1.8%,2,0.0%,45.0%,10.75,8.08,79.7,24.03
197,18,7.7,川崎Ｆ,鳥栖,0,0,H,61,56,12.8%,12,0.0%,53.8%,21.75,16.18,50.94,15.25,A,44,39,8.6%,8,0.0%,46.2%,10.03,7.83,48.1,13.02
155,18,7.7,FC東京,Ｇ大阪,3,1,H,60,27,7.8%,9,33.3%,44.3%,14.79,11.91,76.16,18.56,A,73,40,9.5%,11,9.1%,55.7%,26.34,18.95,81.31,15.12
37,19,7.13,仙台,鹿島,0,4,H,55,42,14.4%,17,0.0%,50.7%,13.83,10.17,86.05,12.16,A,58,45,15.7%,18,22.2%,49.3%,16.51,12.31,83.27,15.12
393,19,7.13,Ｃ大阪,名古屋,3,0,H,45,35,13.3%,13,23.1%,45.4%,15.71,12.09,86.9,20.55,A,65,55,14.8%,16,0.0%,54.6%,25.41,22.86,93.25,10.44
261,19,7.14,湘南,神戸,3,1,H,65,56,19.7%,23,13.0%,42.0%,13.91,9.13,89.61,13.91,A,44,35,8.0%,9,11.1%,58.0%,14.91,12.79,52.67,17.78
503,19,7.13,鳥栖,広島,0,2,H,52,48,7.6%,8,0.0%,53.8%,14.82,11.72,84.89,11.88,A,52,48,9.4%,9,22.2%,46.2%,14.35,11.49,59.27,16.91
211,19,7.13,横浜FM,浦和,3,1,H,57,57,21.9%,23,13.0%,64.0%,24.93,21.93,93.22,9.48,A,43,43,4.8%,5,0.0%,36.0%,9.21,7.55,70.85,16.05
577,19,7.13,松本,磐田,0,1,H,48,44,8.9%,11,0.0%,45.3%,9.75,7.99,66.84,13.82,A,56,52,13.9%,16,6.3%,54.7%,12.01,10.59,82.86,13.02
357,19,7.13,Ｇ大阪,清水,1,0,H,57,48,19.3%,21,4.8%,57.5%,25.06,17.4,87.98,15.92,A,52,43,9.9%,11,0.0%,42.5%,15.68,12.47,87.63,15.45
145,19,7.14,FC東京,川崎Ｆ,0,3,H,46,40,8.2%,10,0.0%,46.6%,11.11,9.29,89.67,11.14,A,60,54,14.3%,16,18.8%,53.4%,19.03,18.52,106.93,14.72
511,19,7.13,大分,札幌,2,1,H,31,36,5.6%,6,33.3%,54.2%,14.1,11.56,72.18,21.07,A,64,69,16.5%,17,0.0%,45.8%,24.25,18.28,102.0,9.04
95,20,7.2,鹿島,鳥栖,2,1,H,63,47,14.6%,15,13.3%,51.3%,14.72,11.93,53.74,12.64,A,53,37,8.2%,8,12.5%,48.7%,10.15,7.79,44.06,9.83
281,20,7.2,清水,FC東京,0,2,H,58,35,9.9%,10,0.0%,46.8%,14.77,10.82,49.18,11.4,A,65,42,16.5%,15,13.3%,53.2%,16.59,13.31,57.59,11.21
377,20,7.2,Ｃ大阪,仙台,0,0,H,59,40,14.8%,16,0.0%,59.8%,17.84,14.46,60.34,17.23,A,60,41,15.3%,17,0.0%,40.2%,11.08,8.62,76.08,18.94
571,20,7.2,松本,広島,2,2,H,36,51,9.1%,10,20.0%,38.5%,8.99,7.96,98.74,15.35,A,49,64,12.6%,14,14.3%,61.5%,17.56,14.84,110.45,10.6
325,20,7.2,名古屋,Ｇ大阪,2,2,H,53,55,15.1%,13,15.4%,47.1%,21.07,16.73,63.99,9.85,A,45,47,10.7%,9,22.2%,52.9%,20.32,18.02,63.23,11.75
13,20,7.2,札幌,湘南,5,2,H,50,46,20.2%,23,21.7%,47.0%,17.22,12.82,54.85,17.68,A,54,50,14.2%,16,12.5%,53.0%,13.42,11.63,71.2,11.89
421,20,7.2,神戸,横浜FM,0,2,H,55,53,17.9%,20,0.0%,48.2%,18.68,11.97,84.87,11.64,A,47,45,11.1%,13,15.4%,51.8%,15.91,13.31,71.47,10.44
585,20,7.2,磐田,浦和,1,3,H,50,55,12.0%,13,7.7%,45.2%,13.99,12.09,62.62,9.6,A,45,50,12.8%,12,25.0%,54.8%,18.79,14.73,52.96,14.56
199,20,7.27,川崎Ｆ,大分,3,1,H,48,63,23.0%,20,15.0%,43.2%,18.17,17.16,70.03,12.68,A,37,52,8.3%,7,14.3%,56.8%,17.76,12.94,85.02,8.9
157,21,8.3,FC東京,Ｃ大阪,3,0,H,58,45,10.9%,11,27.3%,38.9%,10.02,7.38,72.13,16.55,A,55,42,13.3%,14,0.0%,61.1%,18.33,13.94,75.5,11.04
119,21,8.4,浦和,名古屋,2,2,H,53,46,18.3%,20,10.0%,58.0%,23.81,19.56,106.94,11.37,A,54,47,17.8%,19,10.5%,42.0%,20.88,16.28,83.83,18.09
243,21,8.3,湘南,鹿島,3,2,H,56,43,15.3%,18,16.7%,41.6%,12.46,8.87,90.21,11.64,A,57,44,13.7%,17,11.8%,58.4%,15.42,13.73,62.63,12.86
429,21,8.2,神戸,Ｇ大阪,2,2,H,62,49,24.1%,27,7.4%,57.2%,25.34,16.56,98.0,9.06,A,51,38,12.6%,14,14.3%,42.8%,15.77,11.0,67.37,18.22
67,21,8.3,仙台,磐田,2,1,H,46,34,11.5%,11,18.2%,43.2%,12.32,8.06,83.32,24.75,A,66,54,9.3%,10,10.0%,56.8%,22.12,17.03,65.61,13.19
219,21,8.3,横浜FM,清水,0,1,H,55,62,8.3%,11,0.0%,69.5%,25.61,22.47,85.95,6.52,A,38,45,7.8%,9,11.1%,30.5%,5.25,3.58,81.26,19.38
201,21,8.4,川崎Ｆ,松本,0,0,H,56,58,14.1%,14,0.0%,68.1%,27.68,24.45,81.12,8.58,A,42,44,9.7%,9,0.0%,31.9%,9.02,6.08,77.92,13.7
505,21,8.4,鳥栖,大分,2,2,H,49,55,19.8%,17,11.8%,36.5%,12.57,9.66,50.48,13.48,A,45,51,10.8%,9,22.2%,63.5%,17.39,13.16,48.87,9.62
443,21,8.3,広島,札幌,1,0,H,37,47,5.2%,6,16.7%,52.7%,14.77,14.44,93.51,15.02,A,53,63,14.8%,16,0.0%,47.3%,19.39,15.01,115.61,11.07
139,22,8.1,FC東京,仙台,1,0,H,46,55,9.1%,9,11.1%,47.9%,10.77,9.73,69.01,14.53,A,45,54,12.6%,13,0.0%,52.1%,13.26,10.71,59.0,11.84
5,22,8.1,札幌,浦和,1,1,H,57,55,17.1%,18,5.6%,39.8%,14.74,11.2,90.86,11.58,A,45,43,9.7%,10,10.0%,60.2%,17.64,15.09,83.56,15.33
79,22,8.1,鹿島,横浜FM,2,1,H,59,56,10.3%,11,18.2%,36.5%,8.92,7.08,74.27,14.96,A,44,41,9.4%,10,10.0%,63.5%,15.51,12.66,44.47,12.49
317,22,8.1,名古屋,川崎Ｆ,3,0,H,51,47,10.1%,11,27.3%,47.0%,18.74,15.74,84.33,11.64,A,53,49,10.5%,11,0.0%,53.0%,21.66,18.45,83.67,11.05
401,22,8.11,Ｃ大阪,鳥栖,1,2,H,57,47,16.8%,18,5.6%,46.4%,15.94,13.57,77.8,13.27,A,53,43,9.9%,10,20.0%,53.6%,15.6,12.65,70.19,16.96
593,22,8.11,磐田,湘南,2,3,H,60,48,13.3%,17,11.8%,54.4%,20.7,14.5,94.93,11.92,A,52,40,14.8%,18,16.7%,45.6%,11.05,8.34,82.6,16.62
365,22,8.1,Ｇ大阪,広島,1,1,H,55,55,19.8%,20,5.0%,60.8%,24.85,20.94,87.73,11.81,A,45,45,10.7%,11,9.1%,39.2%,13.25,10.65,74.1,16.26
535,22,8.1,大分,神戸,1,1,H,37,63,8.1%,7,14.3%,43.3%,9.62,9.25,68.34,11.03,A,37,63,10.6%,9,11.1%,56.7%,14.92,12.35,61.23,9.61
303,22,8.1,清水,松本,1,0,H,47,53,13.9%,14,7.1%,45.7%,12.03,9.48,73.9,16.4,A,47,53,5.8%,6,0.0%,54.3%,13.96,11.52,61.52,14.49
515,23,8.17,大分,鹿島,0,1,H,34,55,2.3%,2,0.0%,59.1%,16.1,13.01,62.78,10.84,A,45,66,6.7%,6,16.7%,40.9%,11.08,10.79,62.8,11.48
273,23,8.17,清水,札幌,0,8,H,48,48,10.8%,12,0.0%,52.7%,14.42,11.05,57.08,15.22,A,52,52,16.2%,16,50.0%,47.3%,15.43,11.2,72.79,13.33
415,23,8.17,神戸,浦和,3,0,H,45,54,20.2%,19,15.8%,52.5%,15.16,12.42,83.36,15.58,A,46,55,11.5%,11,0.0%,47.5%,15.58,12.82,67.29,10.0
43,23,8.17,仙台,川崎Ｆ,2,2,H,51,32,10.0%,9,22.2%,33.3%,8.42,5.97,73.38,15.97,A,68,49,13.0%,13,15.4%,66.7%,28.67,25.67,70.78,7.51
225,23,8.17,横浜FM,Ｃ大阪,1,2,H,78,55,18.5%,20,5.0%,64.2%,27.31,23.23,77.26,9.32,A,45,22,12.5%,13,15.4%,35.8%,9.7,6.83,63.63,25.94
563,23,8.18,松本,名古屋,1,1,H,55,47,14.2%,15,6.7%,33.4%,10.76,8.12,83.23,16.16,A,53,45,8.0%,9,11.1%,66.6%,22.16,18.67,64.28,10.57
265,23,8.17,湘南,鳥栖,2,3,H,63,44,20.4%,23,8.7%,43.8%,13.52,8.63,82.32,12.76,A,56,37,15.0%,18,16.7%,56.2%,15.14,9.87,84.57,14.45
373,23,8.18,Ｇ大阪,磐田,1,1,H,68,49,15.2%,16,6.3%,63.1%,31.72,24.26,78.17,13.37,A,51,32,12.1%,13,7.7%,36.9%,10.69,9.65,75.14,23.4
161,23,8.17,FC東京,広島,0,1,H,50,47,7.7%,7,0.0%,45.8%,12.45,10.32,66.6,9.36,A,53,50,4.3%,4,25.0%,54.2%,15.93,14.36,61.58,13.29
501,24,8.23,鳥栖,神戸,1,6,H,61,57,22.3%,21,4.8%,40.0%,17.97,13.08,97.77,10.71,A,43,39,15.8%,16,37.5%,60.0%,19.75,16.93,58.86,16.16
87,24,8.23,鹿島,Ｇ大阪,2,2,H,57,54,18.8%,18,11.1%,51.6%,18.42,15.13,57.14,9.22,A,46,43,12.4%,11,18.2%,48.4%,12.9,11.36,64.65,13.73
319,24,8.24,名古屋,横浜FM,1,5,H,64,44,11.5%,13,7.7%,48.0%,21.76,16.17,71.76,9.82,A,56,36,20.8%,20,25.0%,52.0%,18.71,13.92,74.61,15.24
601,24,8.24,磐田,Ｃ大阪,0,2,H,67,56,14.3%,16,0.0%,45.8%,16.3,11.77,76.03,10.54,A,44,33,12.1%,13,15.4%,54.2%,13.82,11.52,79.79,16.38
7,24,8.24,札幌,FC東京,1,1,H,51,40,16.5%,16,6.3%,45.1%,13.41,10.83,71.49,14.6,A,60,49,11.9%,13,7.7%,54.9%,16.82,15.32,78.19,17.7
471,24,8.24,広島,大分,0,0,H,56,100,21.3%,20,0.0%,56.1%,26.2,21.16,84.75,9.26,A,0,44,3.2%,3,0.0%,43.9%,9.78,9.07,45.45,19.51
185,24,8.24,川崎Ｆ,清水,2,2,H,65,61,20.4%,21,9.5%,64.6%,26.57,23.61,67.05,6.86,A,39,35,7.5%,7,28.6%,35.4%,7.07,6.21,54.92,25.26
133,24,8.23,浦和,松本,1,2,H,50,52,15.5%,16,6.3%,61.7%,18.86,14.55,66.67,12.3,A,48,50,10.4%,12,16.7%,38.3%,10.32,8.03,73.65,15.99
47,24,8.24,仙台,湘南,1,1,H,58,42,13.9%,19,5.3%,55.2%,13.41,9.91,89.73,16.35,A,58,42,9.5%,12,8.3%,44.8%,14.87,10.86,85.48,18.18
385,25,9.1,Ｃ大阪,川崎Ｆ,2,1,H,46,26,9.7%,10,20.0%,39.7%,8.03,6.48,76.21,20.42,A,74,54,11.7%,14,7.1%,60.3%,24.14,19.44,73.94,11.86
409,25,8.31,神戸,札幌,2,3,H,45,63,19.4%,19,10.5%,65.4%,22.85,19.68,99.65,8.04,A,37,55,9.8%,10,30.0%,34.6%,10.83,8.97,80.57,14.96
479,25,8.31,鳥栖,仙台,2,1,H,65,46,18.0%,22,9.1%,58.7%,20.64,15.99,99.0,14.62,A,54,35,11.7%,13,7.7%,41.3%,12.44,10.19,75.35,19.65
245,25,9.1,湘南,浦和,1,1,H,64,57,10.7%,13,7.7%,50.3%,15.92,11.48,83.23,7.38,A,43,36,6.0%,6,16.7%,49.7%,11.5,8.86,55.68,18.52
605,25,8.31,磐田,広島,0,2,H,43,56,15.9%,18,0.0%,53.9%,17.14,12.96,97.96,9.24,A,44,57,9.8%,10,20.0%,46.1%,13.51,12.86,76.87,11.12
315,25,8.3,名古屋,FC東京,1,2,H,45,41,8.8%,10,10.0%,59.5%,18.82,16.56,62.06,14.58,A,59,55,9.5%,10,20.0%,40.5%,12.19,8.64,103.62,10.59
575,25,8.31,松本,大分,0,0,H,41,59,9.3%,8,0.0%,29.2%,7.04,6.0,60.68,17.09,A,41,59,15.4%,16,0.0%,70.8%,19.89,16.48,97.36,8.66
223,25,8.31,横浜FM,Ｇ大阪,3,1,H,55,49,14.3%,16,18.8%,65.0%,25.13,21.61,67.48,9.25,A,51,45,8.5%,9,11.1%,35.0%,11.11,8.04,87.87,17.06
277,25,9.1,清水,鹿島,0,4,H,54,47,17.1%,19,0.0%,53.3%,14.14,11.46,71.15,10.91,A,53,46,8.7%,9,44.4%,46.7%,11.81,10.64,64.32,13.31
123,26,9.13,浦和,Ｃ大阪,1,2,H,50,63,12.8%,14,7.1%,48.3%,14.31,11.17,80.19,10.78,A,37,50,7.5%,8,25.0%,51.7%,11.32,9.77,83.13,18.84
75,26,9.14,鹿島,FC東京,2,0,H,55,38,7.7%,9,22.2%,47.3%,10.78,9.21,81.36,18.13,A,62,45,13.5%,15,0.0%,52.7%,22.46,17.02,95.9,12.47
439,26,9.14,神戸,松本,2,1,H,51,56,17.0%,18,11.1%,69.2%,24.34,21.19,98.22,8.23,A,44,49,11.7%,12,8.3%,30.8%,8.39,6.79,65.39,17.98
289,26,9.13,清水,名古屋,3,2,H,48,39,8.4%,9,33.3%,40.4%,9.13,7.67,55.93,22.09,A,61,52,16.8%,19,10.5%,59.6%,22.11,18.83,75.49,12.68
229,26,9.14,横浜FM,広島,3,0,H,61,59,13.6%,17,17.6%,55.9%,22.58,18.43,102.07,13.14,A,41,39,6.7%,8,0.0%,44.1%,12.66,9.76,88.92,16.06
1,26,9.14,札幌,仙台,1,3,H,53,51,7.1%,8,12.5%,63.7%,19.02,14.84,67.79,11.86,A,49,47,13.8%,16,18.8%,36.3%,8.71,6.5,97.05,20.8
367,26,9.14,Ｇ大阪,鳥栖,1,0,H,42,45,10.6%,13,7.7%,56.4%,17.12,14.67,86.89,15.28,A,55,58,15.3%,18,0.0%,43.6%,14.61,11.55,72.0,13.6
203,26,9.14,川崎Ｆ,磐田,2,0,H,53,55,13.5%,15,13.3%,45.8%,16.98,14.16,92.13,13.8,A,45,47,8.5%,10,0.0%,54.2%,17.48,14.51,84.56,12.17
525,26,9.14,大分,湘南,2,1,H,44,44,7.8%,8,25.0%,55.3%,14.56,11.79,93.15,17.27,A,56,56,8.9%,10,10.0%,44.7%,17.32,13.07,73.07,9.49
193,27,9.28,川崎Ｆ,神戸,1,2,H,54,58,15.3%,17,5.9%,45.4%,18.15,16.23,106.99,11.43,A,42,46,3.6%,4,50.0%,54.6%,15.68,13.28,117.59,13.2
253,27,9.29,湘南,清水,0,6,H,63,45,10.8%,12,0.0%,47.5%,19.83,14.96,65.86,12.26,A,55,37,14.3%,16,37.5%,52.5%,17.7,14.54,74.95,21.47
461,27,9.28,広島,名古屋,1,1,H,55,54,13.0%,13,7.7%,61.2%,20.57,19.21,66.82,11.12,A,46,45,4.6%,4,25.0%,38.8%,17.87,16.51,52.08,15.99
483,27,9.28,鳥栖,浦和,3,3,H,54,44,16.2%,18,16.7%,58.2%,14.67,10.18,55.7,16.31,A,56,46,16.8%,20,15.0%,41.8%,12.37,10.67,90.68,16.68
69,27,9.28,鹿島,札幌,1,1,H,51,57,10.2%,13,7.7%,59.7%,18.13,15.48,98.95,13.98,A,43,49,11.7%,13,7.7%,40.3%,13.03,9.93,72.76,15.05
395,27,9.28,Ｃ大阪,Ｇ大阪,3,1,H,48,34,10.9%,11,27.3%,43.2%,13.36,9.08,69.58,18.85,A,66,52,16.8%,19,0.0%,56.8%,22.09,19.96,84.14,6.31
45,27,9.28,仙台,横浜FM,1,1,H,46,43,9.9%,13,7.7%,35.5%,11.19,7.66,92.84,17.61,A,57,54,13.8%,17,5.9%,64.5%,20.93,17.75,78.47,9.32
543,27,9.28,大分,磐田,1,2,H,50,69,14.3%,12,8.3%,53.6%,22.49,16.16,63.51,10.15,A,31,50,7.5%,6,33.3%,46.4%,14.51,10.98,44.98,17.2
553,27,9.29,松本,FC東京,0,0,H,50,41,9.3%,10,0.0%,37.4%,8.93,7.75,76.98,19.32,A,59,50,11.7%,13,0.0%,62.6%,20.41,15.8,65.93,11.42
117,28,10.6,浦和,清水,2,1,H,47,59,12.6%,13,15.4%,60.9%,18.8,16.06,92.77,11.74,A,41,53,5.9%,6,16.7%,39.1%,9.03,7.51,68.62,14.66
335,28,10.5,名古屋,大分,1,1,H,64,70,20.8%,21,4.8%,50.6%,28.86,23.62,93.21,7.01,A,30,36,8.2%,8,12.5%,49.4%,12.05,9.38,61.66,19.71
65,28,10.5,仙台,松本,0,1,H,62,50,24.0%,29,0.0%,63.5%,33.47,19.58,88.49,9.78,A,50,38,10.6%,12,8.3%,36.5%,10.21,9.01,84.93,26.03
249,28,10.6,湘南,川崎Ｆ,0,5,H,49,44,5.1%,6,0.0%,42.5%,12.92,11.67,95.75,12.41,A,56,51,16.4%,19,21.1%,57.5%,24.53,21.44,97.87,14.87
485,28,10.5,鳥栖,FC東京,2,1,H,58,37,9.9%,11,18.2%,50.9%,13.45,9.45,79.59,16.5,A,63,42,13.0%,15,6.7%,49.1%,18.15,15.06,86.36,16.99
379,28,10.6,Ｃ大阪,鹿島,0,1,H,58,42,12.7%,15,0.0%,63.8%,18.43,13.82,87.72,10.51,A,58,42,7.5%,8,12.5%,36.2%,8.69,6.99,51.17,20.46
467,28,10.5,広島,神戸,6,2,H,70,47,23.5%,23,26.1%,43.5%,20.52,14.45,73.91,12.79,A,53,30,15.1%,14,14.3%,56.5%,20.38,18.4,73.89,10.41
341,28,10.4,Ｇ大阪,札幌,5,0,H,55,49,19.6%,21,23.8%,49.5%,21.3,16.15,84.8,20.67,A,51,45,6.5%,7,0.0%,50.5%,19.26,16.34,83.76,10.54
591,28,10.5,磐田,横浜FM,0,2,H,51,45,8.8%,10,0.0%,46.1%,13.44,10.37,74.55,11.88,A,55,49,14.0%,15,6.7%,53.9%,18.25,14.07,59.11,14.48
607,29,10.19,磐田,鳥栖,2,2,H,46,48,13.4%,15,13.3%,57.2%,14.96,11.12,64.68,13.12,A,52,54,6.6%,8,25.0%,42.8%,14.43,9.85,73.16,16.98
417,29,10.19,神戸,FC東京,1,3,H,53,61,17.2%,16,6.3%,58.8%,21.9,15.33,77.35,7.85,A,39,47,6.9%,7,42.9%,41.2%,12.27,10.19,79.76,17.32
217,29,10.19,横浜FM,湘南,3,1,H,64,66,14.6%,18,16.7%,68.1%,29.65,24.16,74.34,13.23,A,34,36,7.2%,8,12.5%,31.9%,5.55,5.31,79.08,18.01
21,29,10.18,札幌,Ｃ大阪,0,1,H,73,51,17.4%,19,0.0%,51.4%,21.37,16.07,73.66,11.43,A,49,27,13.1%,13,7.7%,48.6%,14.2,10.83,69.94,23.8
309,29,10.19,名古屋,仙台,0,2,H,67,54,15.7%,16,0.0%,62.6%,30.93,25.03,72.45,14.63,A,46,33,10.2%,11,18.2%,37.4%,9.59,8.57,72.56,24.88
549,29,10.18,松本,鹿島,1,1,H,47,50,12.7%,13,7.7%,30.7%,6.58,5.87,87.84,14.01,A,50,53,10.4%,11,9.1%,69.3%,19.94,16.78,54.14,9.65
131,29,10.18,浦和,大分,0,1,H,49,72,17.5%,17,0.0%,50.7%,19.07,16.76,83.45,8.2,A,28,51,4.3%,4,25.0%,49.3%,10.64,9.96,84.34,13.77
351,29,10.19,Ｇ大阪,川崎Ｆ,2,2,H,44,47,16.5%,15,13.3%,42.0%,16.01,13.53,101.96,16.4,A,53,56,14.0%,13,15.4%,58.0%,28.05,25.32,96.23,10.16
297,29,10.19,清水,広島,1,2,H,43,30,7.6%,9,11.1%,38.4%,11.61,9.93,79.83,21.97,A,70,57,20.0%,22,9.1%,61.6%,30.51,23.89,95.25,12.51
411,30,11.2,神戸,仙台,2,0,H,41,53,8.8%,10,20.0%,60.2%,18.77,15.97,96.46,12.09,A,47,59,13.0%,15,0.0%,39.8%,11.58,9.83,90.68,9.2
519,30,11.2,大分,FC東京,0,2,H,52,45,15.1%,16,0.0%,64.0%,25.23,21.36,89.8,11.01,A,55,48,10.1%,11,18.2%,36.0%,13.23,10.9,75.91,20.99
489,30,11.2,鳥栖,横浜FM,1,2,H,55,48,8.7%,11,9.1%,39.6%,10.93,7.7,97.64,12.42,A,52,45,10.0%,12,16.7%,60.4%,19.93,16.98,104.22,13.15
195,30,11.2,川崎Ｆ,広島,2,1,H,37,47,8.9%,10,20.0%,39.8%,10.55,9.47,93.99,21.31,A,53,63,13.3%,17,5.9%,60.2%,24.56,20.14,112.11,7.82
305,30,11.2,清水,磐田,1,2,H,57,31,8.9%,9,0.0%,28.5%,6.71,4.74,40.64,17.79,A,69,43,20.6%,20,10.0%,71.5%,29.39,21.8,60.4,10.84
73,30,11.1,鹿島,浦和,1,0,H,58,51,10.9%,12,8.3%,50.8%,16.34,11.17,82.69,15.77,A,49,42,10.9%,12,0.0%,49.2%,10.68,9.74,67.32,16.0
405,30,11.2,Ｃ大阪,松本,1,1,H,47,47,8.0%,9,11.1%,67.1%,18.17,15.46,102.78,10.67,A,53,53,10.2%,11,9.1%,32.9%,9.95,7.1,83.92,17.75
17,30,11.2,札幌,名古屋,3,0,H,40,49,15.6%,15,20.0%,58.9%,18.51,16.29,76.18,12.24,A,51,60,7.8%,8,0.0%,41.1%,13.54,11.15,61.94,9.8
257,30,11.3,湘南,Ｇ大阪,0,3,H,51,44,16.5%,19,0.0%,49.1%,16.79,12.05,71.55,14.42,A,56,49,17.5%,18,16.7%,50.9%,20.26,17.4,74.63,14.51
389,31,11.9,Ｃ大阪,湘南,1,0,H,56,39,12.9%,15,6.7%,56.2%,17.02,12.83,62.93,15.53,A,61,44,16.0%,17,0.0%,43.8%,9.45,7.94,78.87,13.19
531,31,11.1,大分,Ｇ大阪,2,1,H,39,53,12.5%,11,18.2%,43.3%,15.2,11.2,71.31,13.96,A,47,61,17.9%,17,5.9%,56.7%,20.53,17.32,80.17,8.6
205,31,11.9,横浜FM,札幌,4,2,H,54,42,14.7%,22,18.2%,58.9%,18.74,12.89,102.6,17.12,A,58,46,10.4%,14,14.3%,41.1%,15.21,11.92,116.29,12.16
329,31,11.9,名古屋,神戸,3,0,H,47,29,5.9%,6,50.0%,38.5%,11.5,8.54,64.21,22.91,A,71,53,15.9%,17,0.0%,61.5%,29.65,24.84,79.53,7.58
