,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
585,25,10.31,大分,浦和,0,0,H,46,61,13.8%,16,0.0%,51.1%,14.5,11.01,112.34,16.18,A,39,54,9.6%,12,0.0%,48.9%,10.76,9.11,76.86,10.57
63,25,10.31,仙台,広島,0,0,H,45,40,6.2%,8,0.0%,41.3%,8.0,5.51,96.81,17.08,A,60,55,12.9%,18,0.0%,58.7%,19.68,12.72,111.5,13.4
409,25,10.31,Ｇ大阪,札幌,2,1,H,54,43,8.9%,11,18.2%,45.2%,15.91,13.98,68.24,21.44,A,57,46,13.3%,16,6.3%,54.8%,22.6,18.4,101.52,11.18
269,25,9.3,横浜FM,鳥栖,1,1,H,62,53,12.5%,15,6.7%,55.6%,24.2,19.24,85.48,10.41,A,47,38,8.1%,10,10.0%,44.4%,10.23,9.07,72.27,17.73
367,26,11.3,清水,神戸,3,1,H,52,64,15.0%,17,17.6%,43.1%,16.05,12.81,84.36,13.9,A,36,48,7.2%,8,12.5%,56.9%,13.67,13.16,77.03,14.66
305,26,11.3,横浜FC,大分,2,3,H,46,43,9.8%,8,25.0%,45.3%,11.55,8.87,47.05,17.15,A,57,54,18.9%,17,17.6%,54.7%,19.56,15.76,54.01,6.09
467,26,11.3,Ｃ大阪,Ｇ大阪,1,1,H,55,35,14.0%,15,6.7%,53.4%,14.25,12.04,87.08,15.77,A,65,45,8.3%,9,11.1%,46.6%,15.36,12.94,101.24,15.37
175,26,8.26,FC東京,鹿島,1,2,H,50,42,9.5%,11,0.0%,46.8%,7.91,6.08,71.82,12.72,A,58,50,18.3%,21,9.5%,53.2%,12.72,10.38,71.22,10.82
517,26,11.3,広島,浦和,1,1,H,72,59,14.2%,17,5.9%,59.8%,25.77,22.0,108.14,9.65,A,41,28,4.4%,5,20.0%,40.2%,11.45,9.88,81.84,18.91
321,26,11.11,湘南,横浜FM,1,0,H,39,36,4.5%,6,16.7%,37.8%,10.52,7.96,105.97,23.45,A,64,61,11.0%,15,0.0%,62.2%,26.84,25.65,133.36,12.51
205,26,11.3,川崎Ｆ,札幌,0,2,H,55,50,8.5%,11,0.0%,52.8%,18.76,16.52,93.62,16.06,A,50,45,9.3%,12,16.7%,47.2%,17.41,14.13,144.37,13.56
567,26,11.3,鳥栖,名古屋,0,0,H,49,70,8.2%,8,0.0%,50.9%,18.31,14.85,88.37,9.96,A,30,51,5.8%,6,0.0%,49.1%,13.61,12.2,71.99,13.57
41,26,12.1,仙台,柏,0,2,H,55,50,6.8%,8,0.0%,48.4%,17.48,14.43,110.31,13.74,A,50,45,10.9%,13,15.4%,51.6%,16.32,13.05,101.33,22.29
79,27,11.14,鹿島,川崎Ｆ,1,1,H,58,36,13.7%,18,5.6%,52.1%,15.78,12.18,81.76,12.51,A,64,42,13.0%,17,5.9%,47.9%,16.74,14.79,114.73,11.21
169,27,12.9,柏,大分,1,1,H,48,68,8.1%,9,11.1%,41.0%,11.64,10.24,80.7,14.95,A,32,52,5.9%,7,14.3%,59.0%,13.74,11.84,81.28,16.68
245,27,11.14,横浜FM,浦和,6,2,H,69,52,21.9%,28,21.4%,52.1%,31.33,22.22,109.75,12.54,A,48,31,12.3%,16,6.3%,47.9%,19.43,15.62,95.04,20.94
385,27,11.15,名古屋,FC東京,1,0,H,52,61,10.7%,13,7.7%,52.2%,12.65,11.85,87.83,8.76,A,39,48,6.1%,7,0.0%,47.8%,12.54,10.14,87.7,13.5
495,27,11.15,神戸,湘南,0,2,H,54,53,16.8%,20,0.0%,67.6%,26.3,21.31,96.15,8.99,A,47,46,11.6%,13,15.4%,32.4%,12.49,9.39,89.09,18.89
365,27,11.14,清水,Ｃ大阪,3,1,H,56,47,17.4%,19,15.8%,43.9%,15.56,12.71,92.57,17.06,A,53,44,16.4%,19,5.3%,56.1%,19.3,15.27,89.57,14.09
527,27,11.14,広島,横浜FC,1,1,H,61,53,14.0%,16,6.3%,42.8%,14.4,11.85,92.07,12.55,A,47,39,5.8%,7,14.3%,57.2%,13.67,11.31,85.56,14.24
411,27,11.14,Ｇ大阪,仙台,0,4,H,58,44,9.3%,11,0.0%,61.2%,22.21,18.66,74.26,11.07,A,56,42,14.2%,16,25.0%,38.8%,12.22,9.4,78.33,22.39
31,27,11.14,札幌,鳥栖,1,1,H,50,60,10.9%,14,7.1%,53.1%,13.94,11.42,110.03,8.83,A,40,50,13.1%,17,5.9%,46.9%,8.1,6.91,107.72,14.55
471,28,11.21,Ｃ大阪,広島,0,1,H,66,42,12.4%,14,0.0%,59.4%,22.7,16.48,70.37,10.82,A,58,34,10.6%,11,9.1%,40.6%,11.93,10.18,77.05,16.38
167,28,11.21,柏,鳥栖,1,2,H,44,40,4.7%,6,16.7%,52.2%,16.37,14.0,108.01,15.04,A,60,56,12.3%,18,11.1%,47.8%,16.73,12.38,132.18,13.68
393,28,11.21,名古屋,湘南,3,1,H,45,72,12.4%,14,21.4%,60.1%,18.26,15.65,103.74,9.09,A,28,55,5.5%,6,16.7%,39.9%,9.51,7.84,96.7,9.69
125,28,11.22,浦和,Ｇ大阪,1,2,H,54,39,8.1%,10,10.0%,47.4%,19.45,13.38,121.3,19.86,A,61,46,11.0%,13,15.4%,52.6%,19.4,18.02,131.41,16.69
591,28,11.21,大分,川崎Ｆ,1,0,H,51,49,11.8%,12,8.3%,50.7%,17.02,13.99,96.97,16.23,A,51,49,9.3%,10,0.0%,49.3%,14.37,13.46,81.99,14.28
37,28,11.21,仙台,鹿島,1,3,H,50,41,6.3%,8,12.5%,46.3%,12.85,8.65,89.32,17.39,A,59,50,15.1%,18,16.7%,53.7%,19.23,13.23,113.85,16.43
19,28,11.21,札幌,清水,5,1,H,53,55,15.6%,17,29.4%,49.7%,16.06,12.63,96.93,12.05,A,45,47,13.9%,15,6.7%,50.3%,16.86,13.99,63.9,15.23
183,28,10.24,FC東京,横浜FM,0,4,H,58,47,13.6%,18,0.0%,38.3%,16.12,10.28,112.34,14.28,A,53,42,10.0%,12,25.0%,61.7%,22.69,18.41,89.92,13.85
299,28,11.8,横浜FC,神戸,2,1,H,47,57,13.0%,12,16.7%,42.4%,10.91,9.86,67.73,9.33,A,43,53,10.9%,11,9.1%,57.6%,18.3,15.12,90.86,9.14
75,29,11.25,鹿島,柏,1,4,H,69,52,12.0%,16,0.0%,58.4%,25.15,20.24,97.97,10.55,A,48,31,16.7%,20,20.0%,41.6%,11.89,7.61,83.03,26.0
335,29,11.25,湘南,広島,1,1,H,44,48,10.0%,13,7.7%,39.5%,10.1,7.58,111.49,13.84,A,52,56,10.8%,14,7.1%,60.5%,21.29,17.91,76.13,12.61
499,29,9.3,神戸,名古屋,1,0,H,34,64,14.3%,15,6.7%,57.8%,19.68,18.69,100.21,13.24,A,36,66,4.3%,5,0.0%,42.2%,10.77,9.18,89.56,13.48
227,29,11.25,川崎Ｆ,Ｇ大阪,5,0,H,64,55,21.4%,24,20.8%,53.0%,24.15,20.82,90.24,10.25,A,45,36,5.6%,6,0.0%,47.0%,15.9,13.59,70.42,12.67
239,29,8.26,横浜FM,札幌,4,1,H,61,50,13.6%,18,22.2%,57.7%,22.7,17.4,98.17,16.04,A,50,39,11.6%,14,7.1%,42.3%,15.37,11.65,81.51,20.72
605,29,11.25,大分,Ｃ大阪,0,1,H,43,57,10.5%,9,0.0%,64.8%,21.4,18.94,73.05,9.16,A,43,57,9.4%,9,11.1%,35.2%,10.69,9.59,65.08,13.32
547,29,11.25,鳥栖,仙台,0,1,H,58,53,16.7%,20,0.0%,63.0%,26.8,21.19,88.88,12.46,A,47,42,13.3%,15,6.7%,37.0%,12.21,7.86,80.86,23.26
291,29,11.25,横浜FC,清水,1,3,H,48,55,12.8%,14,7.1%,61.8%,16.18,14.07,96.0,7.41,A,45,52,10.3%,11,27.3%,38.2%,9.72,8.11,83.44,18.85
111,29,9.3,浦和,FC東京,0,1,H,50,46,11.0%,14,0.0%,58.2%,21.91,19.73,88.3,10.91,A,54,50,8.3%,10,10.0%,41.8%,11.74,10.29,102.56,14.8
179,30,10.28,FC東京,柏,1,3,H,57,52,12.1%,17,5.9%,48.5%,19.79,16.68,107.76,15.09,A,48,43,10.9%,14,21.4%,51.5%,15.79,12.62,109.29,17.88
511,30,11.28,広島,札幌,2,2,H,55,51,11.9%,16,12.5%,47.0%,13.55,11.55,98.82,16.21,A,49,45,7.6%,10,20.0%,53.0%,14.1,12.57,105.22,16.08
